Document ID,Document Date,Gazette Type,Reasoning,Document Path,Document Availability,Download URL,Document Description
2463-02,2025-11-17,PUBLIC_SERVICE,"The gazette content is a notification from the Kurunegala Municipal Council regarding the public inspection of its 2026 budget, as required by the Municipal Councils Ordinance. This pertains to the administrative and financial operations of a local government body, specifically the process of budget publication and public scrutiny. It falls under **Public Service Gazettes (Type 8)**, which cover public sector administration, including local government administrative circulars, instructions, and procedures. It does not involve central government structure/personnel (Types 1-3) or the other specialized categories like Land, Legal, Commercial, etc.",doc-archive/2025/11/17/2463-02/2463-02_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2463-02_E.pdf,Kurunegala Municipal Council - Draft Budget for 2026
2463-03,2025-11-17,LEGAL_REGULATORY,"The gazette content is an order that brings a specific Act (the Gambling Regulatory Authority Act, No. 17 of 2025) into operation. It is a formal legal/regulatory instrument issued under the authority of the Constitution and the Act itself. While it is signed by the President, the core subject matter is the commencement of legislation, not a government personnel appointment or a description of government structure/portfolios. Therefore, it falls under the specialized category for Legal/Regulatory Gazettes.",doc-archive/2025/11/17/2463-03/2463-03_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2463-03_E.pdf,"Legal Affairs Department - Gambling Regulatory Authority Act, No. 17 of 2025. Order under Sub Section (2) of Section 1."
2463-04,2025-11-17,LEGAL_REGULATORY,"The gazette content is a notification of regulations made by the Minister under the Motor Traffic Act. It amends specific fee schedules for driving licenses. This falls squarely under the definition of ""Legal/Regulatory Gazettes (Type 5)"" as it involves subsidiary legislation (regulations) that modify existing legal frameworks and compliance requirements. While a minister's name and title are present, the core content is the regulatory amendment itself, not a government personnel change or a detailed assignment of that minister's portfolio responsibilities. Therefore, the specialized legal/regulatory classification takes precedence over the government personnel classification.",doc-archive/2025/11/17/2463-04/2463-04_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2463-04_E.pdf,Ministry of Transport Highways and Urban Development - The Motor traffic (Driving Licence Levy ) Regulations No 03 of 2022
2463-05,2025-11-17,LEGAL_REGULATORY,"The gazette content is a notification issued under the Value Added Tax Act, specifying the mandatory format and specifications for a Tax Invoice. It is a regulatory order issued by a government official (the Commissioner General of Inland Revenue) exercising powers vested by an existing law. The core subject matter is the creation of a binding regulatory requirement for compliance, which falls squarely under the definition of Legal/Regulatory Gazettes (Type 5). It does not concern government structure/personnel (Types 1-3) or any of the other specialized administrative categories (Land, Commercial, Elections, etc.).",doc-archive/2025/11/17/2463-05/2463-05_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2463-05_E.pdf,Inland revenue Department - Value Added Tax Act No - 14 of 2002
2463-06,2025-11-17,ELECTIONS,"The gazette content specifically addresses the filling of a vacancy for a member of a local government body (Pradeshiya Sabha) under the Local Authorities Elections Ordinance. It details the process triggered by a member ceasing to belong to a political party, the party's nomination of a replacement, and the formal declaration by the Returning Officer. This falls squarely under electoral processes at the local government level, making it an **Elections Gazette**.",doc-archive/2025/11/17/2463-06/2463-06_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2463-06_E.pdf,Election Commission - Filling of a vacancy in the office member of the manmunai South and Evuvilpattu p/s
2463-07,2025-11-17,HYBRID,"The gazette content is a government notification that names a specific individual (Dr. Hiniduma Sunil Senevi, Minister of Buddhasasana, Religious and Cultural Affairs) and vests power in him to issue an order under a specific legal provision (Section 39""A"" of the Antiquities Ordinance). It contains both the ""who"" (a named government minister) and the ""what"" (the detailed action of appointing a committee under a specific legal authority, which is a ministerial responsibility). This fits the definition of a Hybrid Gazette (Type 3), which takes precedence when both a person and detailed responsibilities/actions are present.",doc-archive/2025/11/17/2463-07/2463-07_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2463-07_E.pdf,"Ministry of Buddhasasana religious and Cultural Affairs - Antiquities Ordinance, Appointment of the member as an Archaeology Advisory Committee for a Period w.e.t 01.12.2025 to 30.11.2027"
2462-41,2025-11-15,LAND,"The gazette content is a formal notice under the Land Acquisition Act for the compulsory acquisition of specific plots of land for a public purpose. It provides detailed descriptions of the land parcels, including location, claimant names, and extent, and outlines the legal procedure for interested parties to claim compensation. This falls squarely under the ""Land and property-related matters"" category, specifically land acquisition. It does not involve government personnel changes, structural changes, or any of the other specialized non-land categories.",doc-archive/2025/11/15/2462-41/2462-41_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2462-41_E.pdf,"Land Acquisition - Mawile , Nattandiya D/S/D, Puttalam, District, Thummodara ,Nattandiya D/S/D, Puttalam, District"
2462-42,2025-11-15,ORGANISATIONAL,"This gazette is an Organisational Gazette (Type 1). It details a structural and administrative financial change—specifically, the amendment and permission to disburse a supplementary budget for the Sabaragamuwa Provincial Council. The content focuses on the allocation of funds across various government departments, ministries, and programs (e.g., Ministry of Law & Order, Department of Health). It does not name any specific individuals being appointed, promoted, or transferred. The authority is vested in an unnamed office (""me"" under the Act), and the instructions are directed to positions like the Chief Secretary, not named persons. Therefore, it fits the definition of government structural/administrative changes without personnel changes.",doc-archive/2025/11/15/2462-42/2462-42_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2462-42_E.pdf,Governor's Secretariat - Sabaragamuwa - Fourth Supplementary Financial statement
2462-44,2025-11-15,ELECTIONS,"The gazette content is a notice to convene a meeting for the election to fill the vacant position of Chairman of a specific Urban Council. This directly concerns an electoral process at the local government level, falling under the definition of **Elections Gazettes (Type 7)**, which includes election announcements, schedules, and procedures for filling vacancies. The content does not involve central government structure/personnel (Types 1-3) and is specifically about an election, not general public service administration, legal acts, or other specialized categories.",doc-archive/2025/11/15/2462-44/2462-44_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2462-44_E.pdf,Department of Local Government - Northern Province - Notice for meeting for the Election to fill the vacant of Chairman of valvettithurai Uk
2462-31,2025-11-14,PUBLIC_SERVICE,"The gazette content is a recruitment notice for the post of Provincial Director of Agriculture in a provincial government department. It details the qualifications, selection procedure, and application process for a public sector vacancy. This falls squarely under **Public Service Gazettes (Type 8)**, which cover public service recruitment, examinations, and related administrative circulars. The content does not involve central government structure/personnel changes (Types 1-3) nor does it primarily concern land, legal, commercial, electoral, or judicial matters (Types 4-7, 9).",doc-archive/2025/11/14/2462-31/2462-31_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2462-31_E.pdf,Governor's Office - North Western Province - Recruitment to the Post of Provincial Director of Agriculture in the Department of Agriculture North Western Province
2462-35,2025-11-14,LAND,"The gazette content is a notification cancelling a vesting order for a specific parcel of land, providing a detailed legal description of the property (extent, lot number, surveyor, location, and boundaries). The core subject matter is the status and administration of land, which fits the definition of a Land Gazette (Type 4). While a minister's name and title are present, the notice does not announce a personnel change or describe the minister's portfolio responsibilities; the minister is named only as the authority executing a land-related administrative action. Therefore, the specialized land classification takes precedence.",doc-archive/2025/11/14/2462-35/2462-35_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2462-35_E.pdf,"Ministry Of Transport , Highways and Urban Development - Cancellation of the Vesting Order Under Section 15 (1)"
2462-36,2025-11-14,LAND,"The gazette content is a formal declaration under the Land Acquisition Act for the acquisition of specific land parcels for a public purpose. It provides detailed descriptions of land lots, their extents, and boundaries. While it is issued by a named Minister, the core subject matter is exclusively land acquisition, which falls squarely under the ""Land Gazettes"" (Type 4) category for land and property-related matters. The mention of the minister is incidental to the legal authority making the declaration, not the primary focus of the content.",doc-archive/2025/11/14/2462-36/2462-36_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2462-36_E.pdf,"Land Acquisition - Udumbugala, Medawachchiya D/S/D, Anuradhapura Disrtrict"
2462-38,2025-11-14,MISCELLANEOUS,"**Type: 4**  
**Reasoning:** The gazette content is a formal notice under the Land Acquisition Act, detailing the government's intention to acquire specific parcels of land (with precise lot numbers, boundaries, and extents) for a public purpose related to watershed conservation. The core subject matter is the acquisition of land/property, which fits the definition of a **Land Gazette (Type 4)**. It does not involve government personnel changes, structural reorganization, or detailed portfolio assignments (Types 1-3), nor does it primarily concern legal frameworks, commercial matters, elections, public service, or judicial appointments (Types 5-9).",doc-archive/2025/11/14/2462-38/2462-38_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2462-38_E.pdf,"Land Acquisition - Pitakanda, GangaIhalakerale D/S/D, Kandy District , Botale pahalagama , Mirigama D/S/D, Gampaha District"
2462-39,2025-11-14,ELECTIONS,"The gazette content is a notice under the Local Authorities Elections Ordinance, specifically publishing the names of members returned to a local authority (Thawalama Pradeshiya Sabha) as part of the electoral process. This directly fits the definition of Type 7 (Elections Gazettes), which includes ""Election results and declarations."" The content does not involve central government structure/personnel (Types 1-3) and is specifically focused on an electoral outcome.",doc-archive/2025/11/14/2462-39/2462-39_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2462-39_E.pdf,Elections Commission - Notice under Section 66(2) Elected to the Member of Thawalama Pradeshiya Sabha.
2462-40,2025-11-14,LEGAL_REGULATORY,"The gazette content is an order issued by the Consumer Affairs Authority under the Consumer Affairs Authority Act, setting maximum retail prices for canned fish. It is a regulatory instrument that amends or supersedes a previous order. This falls squarely under the definition of Legal/Regulatory Gazettes (Type 5), which include ""statutory instruments and subsidiary legislation"" and ""regulatory frameworks and compliance requirements."" The content does not involve government structure/personnel (Types 1-3) or any of the other specialized administrative matters (Types 4, 6-9).",doc-archive/2025/11/14/2462-40/2462-40_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2462-40_E.pdf,"Consumer Affairs Authority - Consumer Affairs Authority Act, No 09 of 2003 (amended) Order Under Section 20 (S) (Types of Canned Fish)"
2462-21,2025-11-13,LAND,"The gazette content consists of multiple formal notices under Section 7 of The Land Acquisition Act. Its primary purpose is to announce the government's acquisition of specific plots of land for a public infrastructure project (storm water drainage and environment improvement). It provides detailed descriptions of the acquired lands, including lot numbers, extents, claimants, and locations. This content fits the definition of a Land Gazette (Type 4), which covers ""Land acquisitions, transfers, or disposals"" and ""Any gazette content primarily dealing with land, property, or real estate matters."" The content does not involve government personnel changes, detailed portfolio assignments, or any of the other specialized categories (Legal, Commercial, Elections, etc.) as its main subject.",doc-archive/2025/11/13/2462-21/2462-21_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2462-21_E.pdf,"Land Acquisition - Werahera North, kesbewa D/S/D, Colombo District  Gangodawila, Maharagama D/S/D, Colombo District"
2462-22,2025-11-13,MISCELLANEOUS,"**Type: 4**  
**Reasoning:** The gazette content is a formal declaration under the Land Acquisition Act for the compulsory acquisition of specific plots of land for a public purpose. It provides detailed descriptions of land parcels, including lot numbers, assessments, extents, and boundaries. While it is issued by a named Minister, the core subject matter is exclusively land acquisition—a definitive characteristic of the **Land Gazettes (Type 4)** category. The minister's name and title are incidental to the primary legal/administrative action concerning land, so government personnel classifications (Types 1-3) do not take precedence.",doc-archive/2025/11/13/2462-22/2462-22_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2462-22_E.pdf,"Land Acquisition - Papiliyana, Kesbewa D/S/D, Colombo District, katuwawala , Boralesgamuwa, Kesbewa D/S/D, Colmobo District"
2462-24,2025-11-13,LAND,"The gazette content is exclusively concerned with the declaration of land title determinations for specific parcels of land under the Registration of Title Act. It details the legal confirmation of ownership (to The State) for listed land plots, including their location, extent, and cadastral references. This falls squarely under the Land Gazettes (Type 4) category, which covers land registrations, title settlements, and property ownership matters.",doc-archive/2025/11/13/2462-24/2462-24_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2462-24_E.pdf,"Land Title Settlement Dept - Horowwewa, Polpithigama D/S/D, Kurunegala District (25/0433)"
2462-25,2025-11-13,LAND,"The gazette content is a formal declaration by the Commissioner General of Land Title Settlement regarding the determination of title for specific land parcels. It contains a detailed schedule listing land parcel numbers, owner names, extents, and other property-specific details. The content is published under ""PART III - LANDS"" and is explicitly related to the Registration of Title Act, dealing solely with land ownership and registration matters. This fits the definition of a Land Gazette (Type 4), which covers land registrations, property ownership, and title settlements.",doc-archive/2025/11/13/2462-25/2462-25_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2462-25_E.pdf,"Land Title Settlement Dept- Henamulla, kurunegala D/S/D, Kurunegala District (25/14204-00023)"
2462-26,2025-11-13,LAND,"The gazette content is exclusively about land title registration, detailing the determination of ownership for specific land parcels (including parcel numbers, owner names, extents, and encumbrances) under the Registration of Title Act. It is published in ""PART III - LANDS"" and involves administrative declarations by the Commissioner General of Land Title Settlement regarding property rights. This fits the definition of a Land Gazette, which covers land registrations, titles, and ownership matters. It does not involve government structure/personnel changes (Types 1-3) or fall into other specialized categories like Legal/Regulatory (which would be about the law itself, not its application to specific properties).",doc-archive/2025/11/13/2462-26/2462-26_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2462-26_E.pdf,"Land Title Settlement Dept- Godagama, Matara D/S/D, Matara District (25/14-204-00087)"
2462-28,2025-11-13,LAND,"The gazette content exclusively concerns the formal registration and declaration of land titles for specific parcels of land under the Registration of Title Act. It provides detailed schedules listing parcel numbers, owners, extents, and encumbrances. This falls squarely under the Land Gazettes (Type 4) category, which includes land registrations, title determinations, and property ownership matters. It does not involve government structure/personnel changes (Types 1-3) or fit any other specialized non-land category.",doc-archive/2025/11/13/2462-28/2462-28_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2462-28_E.pdf,"Land Title Settlement Dept - Mampe, Kesbewa D/S/D, Colombo District (25/0389)"
2462-29,2025-11-13,LAND,"The gazette content is a formal notice under the Land Acquisition Act for the compulsory acquisition of specific land parcels for the Moragahakanda/Kaluganga Development Project. It provides detailed descriptions of the land (lot numbers, names, extent, current use, claimants) and procedures for interested parties to claim compensation. This falls squarely under the Land Gazettes (Type 4) category, which includes land acquisitions, transfers, and property-related administrative matters. The content does not involve government personnel/structure changes (Types 1-3) or fit any other specialized category (5-9) as its primary subject is land.",doc-archive/2025/11/13/2462-29/2462-29_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2462-29_E.pdf,"Land Acquisition - Elagamuwa, Naula D/S/D, Matale District"
2462-30,2025-11-13,LAND,"The gazette content is a formal declaration under the Land Acquisition Act for the acquisition of a specific plot of land for a public purpose. It provides detailed land descriptions, boundaries, and location. Although it is issued by a named Minister, the core subject matter is exclusively land acquisition, which falls squarely under the Land Gazettes (Type 4) classification. The government personnel detail is incidental to the primary land-related administrative action.",doc-archive/2025/11/13/2462-30/2462-30_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2462-30_E.pdf,"Land Acquisition - Maragane, Panduwasnuwara East Division , Kurunegala District"
2462-13,2025-11-12,JUDICIAL_LAW_ENFORCEMENT,"This gazette notification announces the appointment of specific individuals (named Notaries Public) by the Honourable Minister under the Notaries Ordinance. The content is focused on appointments within the judicial/legal system (Notaries Public practicing within specific judicial zones), making it a matter of law enforcement and judicial administration. It does not describe government structural changes or detailed ministerial portfolios, so it does not fit Types 1-3. It is a specialized administrative matter falling squarely under Judicial/Law Enforcement (Type 9).",doc-archive/2025/11/12/2462-13/2462-13_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2462-13_E.pdf,Ministry of Public Administration P/C and L.G - Appointments under the Notices Ordinance
2462-14,2025-11-12,LAND,"The gazette content is a formal notice under the Land Acquisition Act, detailing the government's intention to acquire specific plots of land for a public purpose. It provides extensive descriptions of the land parcels, including their location, extent, boundaries, and claimants. The primary subject matter is land acquisition, which falls squarely under the Land Gazettes (Type 4) category, dealing with land and property-related administrative matters. It does not involve government personnel changes, structural reorganization, or any of the other specialized categories like legal frameworks (which would be about the Act itself, not its application to specific land) or commercial registrations.",doc-archive/2025/11/12/2462-14/2462-14_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2462-14_E.pdf,"Land Acquisition - Weragoda, Galigamuwa D/S/D, Kegalle District"
2462-15,2025-11-12,LAND,"The gazette content is exclusively about the formal registration of a specific land title (Parcel No. 1:239 of Block 07) under the Registration of Title Act. It contains a declaration by the Commissioner General of Land Title Settlement and a schedule with detailed particulars of the land, its extent, and the owner. This fits the definition of a Land Gazette (Type 4), which covers land registrations, title determinations, and property ownership matters. It does not involve government personnel changes, structural changes, or any of the other specialized categories like legal acts or commercial registrations.",doc-archive/2025/11/12/2462-15/2462-15_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2462-15_E.pdf,"Land Title Settlement Dept - T.R. Batugedara, Rathnapura D/S/D, Rathnapura District (25/5514211)"
2462-19,2025-11-12,ORGANISATIONAL,"The gazette content is a government notification declaring a specific religious pilgrimage as ""sacred"" and recognized by the state. This involves cultural and religious policy, which does not fit the definitions for government structure/personnel (Types 1-3) or any of the specialized administrative categories (Types 4-9). It is best classified as a Miscellaneous administrative matter under Type 10.",doc-archive/2025/11/12/2462-19/2462-19_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2462-19_E.pdf,Department of Hindu Religion and Cultural Affairs - Declaration of the Sabarimalai Iyyappan Pilgrimage as a Sacred Pilgrimage Recognized by the Government of Sri Lanka
2462-09,2025-11-11,LEGAL_REGULATORY,"The gazette content is an order issued under Section 19(A) of the Customs Ordinance, exempting specific goods from import duty. It is a regulatory instrument that modifies the application of an existing law (the Customs Ordinance) for specific cases. The mention of the Minister's name and title is incidental to the issuance of this legal/regulatory order; the core content is not about government personnel changes or structural reorganization, but about implementing a regulatory framework for customs duties. Therefore, it falls under Legal/Regulatory Gazettes.",doc-archive/2025/11/11/2462-09/2462-09_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2462-09_E.pdf,Department of Trade and Investment Policy - The Custom Ordinance order Under Section 19 A
2462-10,2025-11-11,ELECTIONS,"The gazette content specifically addresses the filling of a vacancy for a member of a local government body (Koralai Pattu West Pradeshiya Sabha) under the Local Authorities Elections Ordinance. It details the procedural steps triggered by a member ceasing to belong to a political party and the subsequent nomination and declaration of a new elected member by the Returning Officer. This falls squarely under electoral processes at the local government level, making it an **Elections Gazette (Type 7)**.",doc-archive/2025/11/11/2462-10/2462-10_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2462-10_E.pdf,Elections Commission - Filling of a Vacancy in the office of Member of the Koralai Pattu West Pardeshiya Sabha.
2462-11,2025-11-11,ELECTIONS,"The gazette content is specifically about filling a vacancy in a local government body (Ninthavur Pradeshiya Sabha) under the Local Authorities Elections Ordinance. It details the process triggered by a member ceasing to belong to a party, the nomination by the political party secretary, and the formal declaration of a new elected member by the Returning Officer. This falls squarely under electoral processes at the local authority level, making it an **Elections Gazette**.",doc-archive/2025/11/11/2462-11/2462-11_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2462-11_E.pdf,Elections Commission - Filling of a Vacancy in the office of Member of the Ninthavur Pardeshiya Sabha.
2462-12,2025-11-11,ELECTIONS,"The gazette content is a formal declaration by a Returning Officer to fill a vacancy in a local government body (Weligama Pradeshiya Sabha) under the specific provisions of the Local Authorities Elections Ordinance. Its primary subject is the electoral process for a local authority, specifically the nomination and declaration of an elected member to fill a seat vacated by death. This fits the definition of Type 7 (Elections Gazettes), which covers electoral processes, candidate nominations/registrations, and declarations of election results.",doc-archive/2025/11/11/2462-12/2462-12_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2462-12_E.pdf,Elections Commission - Filling of a Vacancy in the office of Member of the Weligama Pardeshiya Sabha.
2462-01,2025-11-10,LEGAL_REGULATORY,"The gazette content is a ""Customs Notification (General)"" issued under the Customs Ordinance. It formally announces new statutory rates of exchange for calculating customs duties and other charges, and rescinds a previous notification. This falls squarely under the definition of a Legal/Regulatory Gazette (Type 5), as it pertains to regulatory frameworks, statutory instruments, and compliance requirements under a specific ordinance. It does not involve government structure/personnel changes (Types 1-3) or fit any other specialized category like Land, Commercial, etc.",doc-archive/2025/11/10/2462-01/2462-01_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2462-01_E.pdf,Sri Lanka Customs - Rates of Exchange with effect from 10.11.2025 to 16.11.2025
2462-02,2025-11-10,LAND,"The gazette content is exclusively concerned with the formal registration and declaration of land titles for specific parcels of land. It involves the Commissioner General of Land Title Settlement exercising powers under the Registration of Title Act to declare determinations of ownership, including details like parcel numbers, extent, owner names, and encumbrances. This fits the definition of a Land Gazette (Type 4), which covers land registrations, property ownership, and title settlements.",doc-archive/2025/11/10/2462-02/2462-02_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2462-02_E.pdf,"Land Title Settlement Dept - katuwana, Homagama D/S/D, Colombo District (25/5514213)"
2462-03,2025-11-10,LAND,"The gazette content is a ""Notice Calling for Claims to Property of Intestate"" under the Registration of Title Act. Its primary purpose is to facilitate the registration of land title for specific parcels of land (listed in schedules with cadastral details) following an intestate death. The entire notice deals with land ownership, claims, and the formal process of title registration, which fits the definition of a Land Gazette (Type 4). It does not involve government structure/personnel changes (Types 1-3) or fall into other specialized non-land categories.",doc-archive/2025/11/10/2462-03/2462-03_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2462-03_E.pdf,"Land Title settlement Dept - Kahatuduwa, Homagama D/S/D, Colombo District (25/55064)"
2462-04,2025-11-10,LAND,"The gazette content is exclusively about the formal registration and declaration of land titles for specific parcels of land, including details like parcel numbers, owner names, extent, and location. It is published under the ""PART III - LANDS"" heading and executes powers under the Registration of Title Act. This fits the definition of a Land Gazette (Type 4), which covers land registrations, property ownership, and title settlements.",doc-archive/2025/11/10/2462-04/2462-04_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2462-04_E.pdf,"Land Title Settlement Dept - Ihala Galayaya, Pannala D/S/D, Kurunegala District (25/5514203)"
2462-05,2025-11-10,LAND,"The gazette content is exclusively about the formal registration and declaration of land titles for specific parcels of land under the Registration of Title Act. It contains detailed schedules with owner names, parcel numbers, extents, and addresses, which are core land and property-related administrative matters. This fits the definition of a Land Gazette (Type 4), as it deals with land registrations, ownership, and title settlements.",doc-archive/2025/11/10/2462-05/2462-05_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2462-05_E.pdf,"Land Title Settlement Dept - Polhena , Matara D/S/D, Matara District (25/5514217)"
2462-06,2025-11-10,LAND,"The gazette content consists entirely of formal notices under the Land Acquisition Act, detailing specific land parcels to be acquired by the government for public purposes. It includes legal descriptions of the land, claimant names, extents, and procedures for compensation claims. The core subject matter is the compulsory acquisition of land, which falls squarely under the Land Gazettes (Type 4) category for land and property-related matters.",doc-archive/2025/11/10/2462-06/2462-06_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2462-06_E.pdf,"Land Acquisition - Morakele, Nathhandiya D/S/D, Puttalam District.  Thabbowa, Nathhandiya D/S/D, Puttalam District Correction Paper , Thumpane D/S/D, Galagedara"
2462-07,2025-11-10,LAND,"The gazette content is a formal declaration under the Land Acquisition Act for the acquisition of multiple specific land lots for a public purpose. It contains detailed descriptions of land parcels, including lot numbers, extents, and boundaries. The document is explicitly labeled ""PART III – LANDS"" and ""Land Acquisition Notices,"" and its core subject matter is exclusively land acquisition, which fits the definition of a Land Gazette (Type 4). While a government minister is named as the declarant, the notice is not about the minister's appointment, portfolio, or government structure; the minister's name and title are incidental to the primary legal/administrative action of acquiring land. Therefore, the specialized Land category takes precedence.",doc-archive/2025/11/10/2462-07/2462-07_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2462-07_E.pdf,"Land Acquisition - Upathissagama, Nuwaragampalatha Central D/S/D, Anuradhapura District
                           - Meegaswewa , Nuwaragampalatha Central D/S/D, Anuradhapura District"
2461-45,2025-11-08,LAND,"The gazette content is a formal declaration under the Land Acquisition Act for the compulsory acquisition of specific plots of land for a public purpose. It provides detailed legal descriptions, boundaries, and extents of the land parcels. While a government minister's name and title are present, the core subject matter is exclusively land acquisition, which falls squarely under the Land Gazettes (Type 4) classification. The government personnel detail is incidental to the execution of the land-related legal procedure.",doc-archive/2025/11/08/2461-45/2461-45_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2461-45_E.pdf,"Land Acquisition - Meepitiya, Pasbagekorale D/S/D, Kandy District 
                           - Pallegama, Pasbagekorale D/S/D, Kandy District"
2461-46,2025-11-08,ORGANISATIONAL,"This gazette exclusively details administrative and financial structural changes for the Sabaragamuwa Provincial Council. It amends expenditure estimates, grants disbursement permissions, and outlines budgetary allocations across various provincial ministries and departments (e.g., Ministry of Law & Order, Finance & Planning; Department of Health). The content focuses on the functions, funding, and operational scope of these government bodies without naming or appointing any specific individuals to positions. Therefore, it fits the definition of an Organisational Gazette (Type 1).",doc-archive/2025/11/08/2461-46/2461-46_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2461-46_E.pdf,Governor's Secretariat - Sabaragamuwa - Third Supplementary Financial Statement -2025
2461-47,2025-11-08,LAND,"The gazette content exclusively concerns the formal registration and declaration of land titles for specific parcels of land under the Registration of Title Act. It details the determination of ownership, including owner names, parcel numbers, extents, and encumbrances, which falls squarely under the Land Gazettes category (Type 4) for land and property-related matters. It does not involve government structure/personnel changes (Types 1-3) or fit any other specialized administrative category.",doc-archive/2025/11/08/2461-47/2461-47_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2461-47_E.pdf,"Land Title Settlement Dept- Lunuwila, Wennappuwa D/S/D, Puttalam District (25-5514216)"
2461-50,2025-11-08,LAND,"The gazette content consists of multiple ""NOTICE CALLING FOR CLAIMS TO LAND PARCELS"" issued under the Registration of Title Act. It deals specifically with determining ownership, possession, or interest in specific land parcels, cadastral maps, and land title settlement procedures. This falls squarely under the Land Gazettes (Type 4) category for land and property-related matters.",doc-archive/2025/11/08/2461-50/2461-50_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2461-50_E.pdf,"Land Title Settlement Dept -  T.R. Kurunthayadimunmaari, Manmunai West D/S/D, Batticaloa District (25-1200130)"
2461-30,2025-11-07,ELECTIONS,"The gazette content is a notice summoning a meeting to fill a vacancy for the post of Chairman of a specific Pradeshiya Sabha (local authority). It is issued under the Local Authorities Elections (Amendment) Act and pertains directly to an electoral process at the local government level. This fits the definition of Type 7 (Elections Gazettes), which includes ""Election announcements and schedules"" and matters related to filling vacancies within elected bodies.",doc-archive/2025/11/07/2461-30/2461-30_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2461-30_E.pdf,Department of Local Government - Eastern Province - Under Section 66 (C) Summon the Meeting to Dill the Vacancy Arose to the Post of Chairman of the Ninthavur Pradesiya Sabha
2461-31,2025-11-07,LAND,"The gazette content is a formal declaration under the Registration of Title Act, specifically determining and registering the title for specific land parcels (e.g., Parcel No. 1:2 of Block 4) in named locations. The core subject matter is the official registration of land ownership (with ""The State"" listed as the owner), which falls squarely under the Land Gazettes (Type 4) category for land and property-related matters. It does not involve government personnel/structure changes (Types 1-3) or fit any other specialized non-land category (Types 5-9).",doc-archive/2025/11/07/2461-31/2461-31_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2461-31_E.pdf,"Land Title Settlement Dept - T.R. Samanpura, lunugamwehera D/S/D, Hambantota District (25-14-204-0084)"
